completion_percent,yards_per_pass,yards_per_carry,taken_ints_per_pass,allowed_completion_percent,inflicted_sacks_per_pass,allowed_yards_per_carry,offense_rank,defense_rank,week_1_won,week_1_opponent,week_2_won,week_2_opponent,week_3_won,week_3_opponent,week_4_won,week_4_opponent,week_5_won,week_5_opponent,week_6_won,week_6_opponent,week_7_won,week_7_opponent,week_8_won,week_8_opponent,week_10_won,week_10_opponent,week_11_won,week_11_opponent,week_12_won,week_12_opponent,week_13_won,week_13_opponent,week_14_won,week_14_opponent,week_15_won,week_15_opponent,week_16_won,week_16_opponent,week_17_won,week_17_opponent,week_18_won,week_18_opponent,week_Wild Card_won,week_Wild Card_opponent,week_Division_won,week_Division_opponent
0.6730506155950753,7.363885088919289,4.3428571428571425,0.02478134110787172,0.6486880466472303,0.06851311953352769,4.3,2,5,1,dal,1,atl,0,ram,1,nwe,1,mia,1,phi,1,chi,0,nor,0,was,1,nyg,1,clt,1,atl,1,buf,0,nor,1,car,1,nyj,1,car,1,phi,0,ram
