completion_percent,yards_per_pass,yards_per_carry,taken_ints_per_pass,allowed_completion_percent,inflicted_sacks_per_pass,allowed_yards_per_carry,offense_rank,defense_rank,week_1_won,week_1_opponent,week_2_won,week_2_opponent,week_3_won,week_3_opponent,week_4_won,week_4_opponent,week_5_won,week_5_opponent,week_6_won,week_6_opponent,week_7_won,week_7_opponent,week_8_won,week_8_opponent,week_9_won,week_9_opponent,week_10_won,week_10_opponent,week_11_won,week_11_opponent,week_13_won,week_13_opponent,week_14_won,week_14_opponent,week_15_won,week_15_opponent,week_16_won,week_16_opponent,week_17_won,week_17_opponent,week_18_won,week_18_opponent,week_Wild Card_won,week_Wild Card_opponent
0.7021996615905245,7.8155668358714045,4.185483870967742,0.023255813953488372,0.6565295169946332,0.07155635062611806,4.6,11,11,1,oti,1,min,1,jax,1,ram,1,sfo,1,cle,1,htx,0,gnb,1,sfo,0,car,1,sea,1,chi,0,ram,0,det,0,clt,1,dal,0,sea,0,ram
