completion_percent,yards_per_pass,yards_per_carry,taken_ints_per_pass,allowed_completion_percent,inflicted_sacks_per_pass,allowed_yards_per_carry,offense_rank,defense_rank,week_1_won,week_1_opponent,week_2_won,week_2_opponent,week_3_won,week_3_opponent,week_4_won,week_4_opponent,week_5_won,week_5_opponent,week_6_won,week_6_opponent,week_8_won,week_8_opponent,week_9_won,week_9_opponent,week_10_won,week_10_opponent,week_11_won,week_11_opponent,week_12_won,week_12_opponent,week_13_won,week_13_opponent,week_14_won,week_14_opponent,week_15_won,week_15_opponent,week_16_won,week_16_opponent,week_17_won,week_17_opponent,week_18_won,week_18_opponent,week_Wild Card_won,week_Wild Card_opponent,week_Division_won,week_Division_opponent
0.6335877862595419,6.793893129770993,4.79175704989154,0.03639846743295019,0.5689655172413793,0.07854406130268199,4.2,3,1,0,pit,1,mia,1,was,1,htx,1,kan,0,oti,1,mia,0,jax,1,nyj,0,clt,1,nor,0,nwe,0,tam,1,car,1,nwe,1,atl,1,nyj,1,nwe,0,kan
