completion_percent,yards_per_pass,yards_per_carry,taken_ints_per_pass,allowed_completion_percent,inflicted_sacks_per_pass,allowed_yards_per_carry,offense_rank,defense_rank,week_1_won,week_1_opponent,week_2_won,week_2_opponent,week_3_won,week_3_opponent,week_4_won,week_4_opponent,week_5_won,week_5_opponent,week_7_won,week_7_opponent,week_8_won,week_8_opponent,week_9_won,week_9_opponent,week_10_won,week_10_opponent,week_11_won,week_11_opponent,week_12_won,week_12_opponent,week_13_won,week_13_opponent,week_14_won,week_14_opponent,week_15_won,week_15_opponent,week_16_won,week_16_opponent,week_17_won,week_17_opponent,week_18_won,week_18_opponent,week_Wild Card_won,week_Wild Card_opponent,week_Division_won,week_Division_opponent,week_Conf. Champ._won,week_Conf. Champ._opponent
0.6673151750972762,8.632295719844358,4.340681362725451,0.016245487364620937,0.6714801444043321,0.08664259927797834,4.0,13,9,1,det,1,phi,0,gnb,0,sea,0,crd,0,clt,1,chi,0,crd,1,ram,1,jax,1,min,0,sea,1,cin,1,atl,0,oti,1,htx,1,ram,1,dal,1,gnb,0,ram
