completion_percent,yards_per_pass,yards_per_carry,taken_ints_per_pass,allowed_completion_percent,inflicted_sacks_per_pass,allowed_yards_per_carry,offense_rank,defense_rank,week_1_won,week_1_opponent,week_2_won,week_2_opponent,week_3_won,week_3_opponent,week_4_won,week_4_opponent,week_5_won,week_5_opponent,week_6_won,week_6_opponent,week_7_won,week_7_opponent,week_8_won,week_8_opponent,week_10_won,week_10_opponent,week_11_won,week_11_opponent,week_12_won,week_12_opponent,week_13_won,week_13_opponent,week_14_won,week_14_opponent,week_15_won,week_15_opponent,week_16_won,week_16_opponent,week_17_won,week_17_opponent,week_18_won,week_18_opponent
0.6545454545454545,7.707070707070707,5.021791767554479,0.016516516516516516,0.6651651651651652,0.04954954954954955,3.8,16,11,1,clt,0,oti,0,min,1,sfo,0,ram,0,pit,0,nor,1,jax,0,gnb,0,crd,0,was,1,sfo,1,htx,0,ram,0,chi,1,det,1,crd
