completion_percent,yards_per_pass,yards_per_carry,taken_ints_per_pass,allowed_completion_percent,inflicted_sacks_per_pass,allowed_yards_per_carry,offense_rank,defense_rank,week_1_won,week_1_opponent,week_2_won,week_2_opponent,week_3_won,week_3_opponent,week_4_won,week_4_opponent,week_5_won,week_5_opponent,week_7_won,week_7_opponent,week_8_won,week_8_opponent,week_9_won,week_9_opponent,week_10_won,week_10_opponent,week_11_won,week_11_opponent,week_12_won,week_12_opponent,week_13_won,week_13_opponent,week_14_won,week_14_opponent,week_15_won,week_15_opponent,week_16_won,week_16_opponent,week_17_won,week_17_opponent,week_18_won,week_18_opponent
0.6579406631762653,6.958115183246074,3.6921119592875318,0.020202020202020204,0.6582491582491582,0.02861952861952862,4.3,26,29,0,phi,0,tam,1,nyg,0,was,1,nyj,1,mia,0,car,1,nor,0,dal,0,nwe,1,jax,0,tam,1,car,0,sfo,1,det,0,buf,0,nor
