completion_percent,yards_per_pass,yards_per_carry,taken_ints_per_pass,allowed_completion_percent,inflicted_sacks_per_pass,allowed_yards_per_carry,offense_rank,defense_rank,week_1_won,week_1_opponent,week_2_won,week_2_opponent,week_3_won,week_3_opponent,week_4_won,week_4_opponent,week_5_won,week_5_opponent,week_6_won,week_6_opponent,week_7_won,week_7_opponent,week_8_won,week_8_opponent,week_9_won,week_9_opponent,week_11_won,week_11_opponent,week_12_won,week_12_opponent,week_13_won,week_13_opponent,week_14_won,week_14_opponent,week_15_won,week_15_opponent,week_16_won,week_16_opponent,week_17_won,week_17_opponent,week_18_won,week_18_opponent,week_Wild Card_won,week_Wild Card_opponent,week_Division_won,week_Division_opponent,week_Conf. Champ._won,week_Conf. Champ._opponent,week_SuperBowl_won,week_SuperBowl_opponent
0.6918918918918919,8.659459459459459,3.9954128440366974,0.02155887230514096,0.6965174129353234,0.06799336650082918,4.3,7,17,1,min,0,chi,1,pit,1,jax,0,gnb,1,det,1,rav,0,nyj,0,cle,1,rai,1,pit,0,sdg,0,sfo,1,den,1,rav,1,kan,0,cle,1,rai,1,oti,1,kan,0,ram
